epoch,train_loss,train_acc,val_loss,val_acc
1,4.930962474005563,0.7571428571428571,0.44399181604385374,0.8
2,0.03530407971120115,0.9857142857142858,3.9347660064697267,0.5
3,0.046321638194570115,0.9928571428571429,6.502330271402995,0.5
4,0.01633606297510336,0.9928571428571429,8.18026491800944,0.5333333333333333
5,0.13987789540346302,0.9857142857142858,0.0,1.0
6,0.1902537087227909,0.9857142857142858,7.100514812918845e-06,1.0
7,7.734570036908346e-05,1.0,0.06644462843735255,0.9666666666666667
8,0.022779055994137057,0.9928571428571429,0.0008229682610059778,1.0
9,4.5639440924917706e-07,1.0,2.9007467219344105e-07,1.0
10,0.0002811225796377873,1.0,0.0,1.0
11,2.3072236919067076e-05,1.0,0.0,1.0
12,0.000641997151855175,1.0,0.0,1.0
13,1.6058573561953233e-05,1.0,0.0,1.0
14,0.053283260119550035,0.9928571428571429,0.00013335114635992795,1.0
15,0.12454234389989054,0.9857142857142858,3.5762636230174394e-07,1.0
16,0.05830698183590433,0.9928571428571429,0.45602136850357056,0.9666666666666667
17,7.663451892117987e-09,1.0,0.4407657623291016,0.9666666666666667
18,0.00011116092186063449,1.0,0.3792014638582865,0.9666666666666667
19,0.052356325728477926,0.9857142857142858,36.650865427652995,0.6
20,0.15649499456542992,0.9857142857142858,12.487772432963054,0.6666666666666666
